epoch,open,high,low,close,volume,symbol
2023-09-20T00:00:00.000000,1599.0,1599.0,1560.4,1563.7,57737324.0,HDFCBANK
2023-09-21T00:00:00.000000,1553.0,1568.95,1537.05,1553.35,36420720.0,HDFCBANK
2023-09-22T00:00:00.000000,1559.0,1564.4,1523.75,1529.65,30852124.0,HDFCBANK
2023-09-25T00:00:00.000000,1525.0,1540.7,1525.0,1531.0,20104376.0,HDFCBANK
2023-09-26T00:00:00.000000,1525.0,1540.0,1525.0,1537.65,13787654.0,HDFCBANK
2023-09-27T00:00:00.000000,1523.0,1532.5,1515.0,1526.85,19669268.0,HDFCBANK
2023-09-28T00:00:00.000000,1534.0,1537.6,1518.35,1523.7,27677094.0,HDFCBANK
2023-09-29T00:00:00.000000,1523.7,1535.45,1522.3,1526.3,16026891.0,HDFCBANK
2023-10-03T00:00:00.000000,1527.0,1527.0,1506.0,1508.05,19485848.0,HDFCBANK
2023-10-04T00:00:00.000000,1495.0,1535.0,1489.25,1529.55,27324716.0,HDFCBANK
2023-10-05T00:00:00.000000,1535.05,1551.55,1532.6,1535.75,24256336.0,HDFCBANK
2023-10-06T00:00:00.000000,1544.0,1545.0,1529.85,1534.05,8879678.0,HDFCBANK
2023-10-09T00:00:00.000000,1528.0,1530.0,1512.0,1516.25,8227486.0,HDFCBANK
2023-10-10T00:00:00.000000,1520.55,1529.0,1515.2,1524.85,16633146.0,HDFCBANK
2023-10-11T00:00:00.000000,1530.1,1542.15,1528.5,1539.6,15666680.0,HDFCBANK
2023-10-12T00:00:00.000000,1536.1,1552.0,1531.6,1549.85,11012668.0,HDFCBANK
2023-10-13T00:00:00.000000,1540.0,1548.8,1529.95,1535.75,19872650.0,HDFCBANK
2023-10-16T00:00:00.000000,1531.5,1534.45,1520.5,1529.6,8928042.0,HDFCBANK
2023-10-17T00:00:00.000000,1555.75,1555.75,1535.0,1541.2,16451279.0,HDFCBANK
2023-10-18T00:00:00.000000,1541.2,1541.2,1518.1,1519.75,15608100.0,HDFCBANK
2023-10-19T00:00:00.000000,1505.4,1526.25,1503.2,1514.95,15126182.0,HDFCBANK
2023-10-20T00:00:00.000000,1505.0,1527.0,1505.0,1522.8,10547005.0,HDFCBANK
2023-10-23T00:00:00.000000,1523.5,1528.75,1500.1,1506.05,11188068.0,HDFCBANK
2023-10-25T00:00:00.000000,1521.0,1522.8,1491.45,1496.5,14155998.0,HDFCBANK
2023-10-26T00:00:00.000000,1491.25,1492.0,1460.25,1463.4,27780900.0,HDFCBANK
2023-10-27T00:00:00.000000,1469.5,1478.0,1466.9,1469.15,15970266.0,HDFCBANK
2023-10-30T00:00:00.000000,1463.25,1489.95,1461.9,1485.1,11655491.0,HDFCBANK
2023-10-31T00:00:00.000000,1504.0,1504.0,1474.0,1476.5,16317412.0,HDFCBANK
2023-11-01T00:00:00.000000,1462.25,1477.45,1462.25,1474.5,16938732.0,HDFCBANK
2023-11-02T00:00:00.000000,1485.0,1490.5,1467.15,1476.75,22612576.0,HDFCBANK
2023-11-03T00:00:00.000000,1488.0,1491.4,1481.65,1483.75,9047670.0,HDFCBANK
2023-11-06T00:00:00.000000,1498.0,1498.0,1483.0,1494.5,12796865.0,HDFCBANK
2023-11-07T00:00:00.000000,1494.0,1494.0,1477.2,1487.25,20976424.0,HDFCBANK
2023-11-08T00:00:00.000000,1483.95,1493.45,1481.0,1491.55,15699773.0,HDFCBANK
2023-11-09T00:00:00.000000,1486.0,1492.6,1483.5,1485.65,11058370.0,HDFCBANK
2023-11-10T00:00:00.000000,1480.1,1496.0,1480.05,1491.5,7007593.0,HDFCBANK
2023-11-12T00:00:00.000000,1500.0,1502.0,1496.15,1500.0,1975463.0,HDFCBANK
2023-11-13T00:00:00.000000,1492.1,1495.95,1485.9,1488.8,10302957.0,HDFCBANK
2023-11-15T00:00:00.000000,1504.1,1510.95,1500.55,1504.4,20622730.0,HDFCBANK
2023-11-16T00:00:00.000000,1509.7,1519.0,1503.75,1508.35,14856919.0,HDFCBANK
2023-11-17T00:00:00.000000,1490.0,1507.5,1489.0,1505.1,11850937.0,HDFCBANK
2023-11-20T00:00:00.000000,1513.0,1513.0,1501.55,1505.2,9665726.0,HDFCBANK
2023-11-21T00:00:00.000000,1519.0,1522.0,1512.1,1517.95,12479986.0,HDFCBANK
2023-11-22T00:00:00.000000,1520.0,1520.0,1503.55,1512.55,14561825.0,HDFCBANK
2023-11-23T00:00:00.000000,1508.5,1523.85,1508.5,1521.3,6523110.0,HDFCBANK
2023-11-24T00:00:00.000000,1521.2,1533.15,1519.85,1532.1,8234596.0,HDFCBANK
2023-11-28T00:00:00.000000,1535.2,1537.25,1525.8,1528.65,14244669.0,HDFCBANK
2023-11-29T00:00:00.000000,1533.9,1563.0,1533.0,1559.15,17021244.0,HDFCBANK
2023-11-30T00:00:00.000000,1569.15,1572.45,1542.15,1558.8,34745720.0,HDFCBANK
2023-12-01T00:00:00.000000,1557.9,1565.75,1552.1,1555.4,11076768.0,HDFCBANK
2023-12-04T00:00:00.000000,1588.0,1612.0,1573.65,1609.4,25331228.0,HDFCBANK
2023-12-05T00:00:00.000000,1636.5,1639.0,1616.5,1623.7,26115410.0,HDFCBANK
2023-12-06T00:00:00.000000,1638.45,1638.45,1616.65,1627.8,19306530.0,HDFCBANK
2023-12-07T00:00:00.000000,1625.0,1634.0,1616.2,1630.45,10225193.0,HDFCBANK
2023-12-08T00:00:00.000000,1630.45,1655.0,1630.45,1653.2,16864020.0,HDFCBANK
2023-12-11T00:00:00.000000,1650.05,1663.7,1647.0,1651.0,11593810.0,HDFCBANK
2023-12-12T00:00:00.000000,1654.2,1656.25,1631.85,1634.6,18290738.0,HDFCBANK
2023-12-13T00:00:00.000000,1632.45,1636.0,1615.1,1630.9,14673457.0,HDFCBANK
2023-12-14T00:00:00.000000,1646.0,1658.95,1645.0,1650.15,17586184.0,HDFCBANK
2023-12-15T00:00:00.000000,1650.0,1668.0,1646.6,1656.55,69418570.0,HDFCBANK
2023-12-18T00:00:00.000000,1660.7,1664.7,1650.95,1655.7,9007377.0,HDFCBANK
2023-12-19T00:00:00.000000,1650.0,1658.65,1644.05,1652.9,12004223.0,HDFCBANK
2023-12-20T00:00:00.000000,1658.0,1668.95,1644.45,1657.0,17116260.0,HDFCBANK
2023-12-21T00:00:00.000000,1657.0,1689.75,1650.25,1686.7,18294620.0,HDFCBANK
2023-12-22T00:00:00.000000,1683.6,1685.9,1667.1,1670.85,24289424.0,HDFCBANK
2023-12-26T00:00:00.000000,1673.25,1685.95,1668.55,1682.45,9022928.0,HDFCBANK
2023-12-27T00:00:00.000000,1681.5,1706.5,1678.6,1703.3,13504539.0,HDFCBANK
2023-12-28T00:00:00.000000,1709.3,1721.4,1702.0,1705.25,22038236.0,HDFCBANK
2023-12-29T00:00:00.000000,1697.0,1714.9,1696.0,1709.25,12505713.0,HDFCBANK
